time,event,chamber,treatment,Sex,Density
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,68,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,71,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,74,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,77,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,81,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,82,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,90,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,96,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,101,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,104,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,105,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,109,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,110,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,112,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,113,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,116,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,117,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,119,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,123,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
958.0541666666667,0,124,Female/20x,Female,20x
